No.,Name,Address,Address 2,City,Salesperson Code,Location Code,Post Code,Phone No.,Fax No.,Contact,Salesperson Code,Customer Posting Group
C1063,FASHION HUB,148 MORATUWA ROAD,PILIYANDALA,Piliyandala,A SELL,VAN3,93,773724488,,,A SELL,SCT
C1064,NEW FASHION SALE CENTER,NO 63 B ANURADHAPURA ROAD,GALGAMUWA,,NW003,VAN15,,778738684,,037 2253510 S A M NIJAM,NW003,NW
C1065,NEMICO,"141, GALLE ROAD,",DEHIWALA.,Dehiwala,CN003,VAN1,34,771695586,,KUMARI JAYASEKARA,CN003,CN
C1066,CASUAL CLUB,NO 52 TALBORT TOWN STREET,GALLE,Galle,SN003,VAN11,41,778203990,,091 4381935 DESHAN SAMMANA,SN003,SN
C1067,SHOPIMO FASHION,LANKASIRI GLOBAL TRADING (PVT)LTD.,"HORANA ROAD,PANADURA.",Panadura,CT001,VAN3,90,719201830,,SIRIMANTHA RANASOORIYA,CT001,SCT
C1068,O V FASHION No17 & Thanamalvila Shops,NO 17 HAPUTALE ROAD,WELLAWAYA Owner Elder Brother,,ET006,VAN14,,712840884,,055 5700888 KUMARASIRI Com Bank 1160907736,ET006,ET
C1069,BUDDHI FASHION,AMPARA JUNCTION,SIYABALANDUWA,,ET006,VAN14,,778447617,,BUDDHIKA VIPULASENA,ET006,ET
C1070,DARSHANA FASHION,MAIN STREET,UDUGAMA,,SN003,VAN11,,912285295,,077 2202911 PASAN DARSHANA,SN003,SN
C1071,BOPITIYA TEXTILE,"KAHAWATHTHE ELA,",POLGAHAWELA.,,CE1004,VAN13,,372243917,,077-4967559 ACHALA CHAMIKA,CE1004,CE-1
C1072,SAHELIE INTERNATIONAL (PVT) LTD-BORALESGAMUWA,"NO. 63/3, PAMUNUWA ROAD,",MAHARAGAMA.,boralasgamuwa,SN003,VAN11,14,412235135,,076-9292452 MAHESH INDIKA,SN003,SN
C1073,ISHARA NEW DRESS MART (PVT) LlTD,"199-B, POWER HOUSE ROAD,",JAFFNA,Jaffna,NW003,VAN15,52,112226267,,077-2628933 K SELVARATHNAM,NW003,NW
C1074,ATHAPATHTHU TEXTILES,MAIN STREET,AKURESSA,Matara,SN003,VAN11,77,412283353,,A P SOMADASA,SN003,SN
C1075,O.V FASHION,"NO.16,HAPUTALE ROAD,",WELLAWAYA.(Owner Yonger Brother),,ET006,VAN14,,713075395,,UDAYA CHINTHAKA(Samapath Bank-011350004272),ET006,ET
C1076,THILAKAWARDHANA TEXTILE KY PVT LTD,76 1 KANDY ROAD,KIRIBATHGODA,kiribathgoda,CN003,VAN1,66,112915021,,MR KEERTHI,CN003,CN
C1077,CAMEELIA SILVER SHINE,KURUNEGALA ROAD,NIKAWERATIYA,Kurunegala,NW003,VAN15,71,0712524325/078-9960004,,ASHOKA KANNANGARA,NW003,NW
C1078,INDIAN BABY CARE & TEXTILES,KEKIRAWA ROAD,GALENBINDUNU WEWA,,NW003,VAN15,,0771227007/025 2258199,,PB 177100150036608 M S M IMBRAM,NW003,NW
C1079,KALANA TEX,NO 94 PUTTALAM ROAD,NOCHCHIYAGAMA,Anuradhapura,NW003,VAN15,4,0252257566/0772174584,,P H R Weerarathna,NW003,NW
C1080,WASANA FASHION KULIYAPITIYA,NO 195 MAIN STREET,KULIYAPITIYA,Kuliyapitiya,NW003,VAN15,70,773283617,,JAGATH HEMANTHA,NW003,NW
C1081,MINUK FASHION,HAPUTHALE ROAD,WELLAWAYA,,ET006,VAN14,,777685595,,K MENAKA DE SILVA,ET006,ET
C1082,HIGH FEATHER,"178, MAHABAGE ROAD,",RAGAMA.,Ragama,CN003,VAN1,97,0774346065/077-9675101,,HESHAN MENDIS (HNB-102010011073),CN003,CN
C1083,THE OUTLET STORE CLOTHING PRIVATE LIMITED,14 CASTLE LANE,COLOMBO 04,Colombo 4,A SELL,VAN1,20,0114329564/0777 882224,,MR ZAHARAN MAZOOR,A SELL,CN
C1084,SAMANALA SHOPPING CENTER,NO 32 ELLA ROAD,WELLAWAYA,,ET006,VAN14,,552274388,,N P GUNASEKARA,ET006,ET
C1085,NEW DHAMMIKA TEXTILE,NO 34 NAGODA ROAD,BADDEGAMA,,SN003,VAN11,,772943716,,THIMAL DILANTHA,SN003,SN
C1086,AMA FASHION OUTLET,PUTTALAM ROAD,KURUNEGALA,Kurunegala,CE1004,VAN13,71,776643447,,NANDASIRI,CE1004,CE-1
C1087,MAAS DESIGNS,NO 525 WIJERAMA JUNCTION,GANGODALAWILA NUGEGODA,Nugegoda,CT001,VAN3,87,776637777,,B K MANOJ MADUSHANTHA,CT001,SCT
C1088,AHAMED RHEYAS ASSOCIATES PRIVATE LIMITED.,HIDAYATH HYPER MARKET,"NO 83 H K EDMOND MAWATHA THANIPOLGAHA JUNCTION,",Galle,SN003,VAN11,41,777385355,,MR A L M UWAIS,SN003,SN
C1089,FAB MEDAVACHCHIYA,NO 01 1st FLOOR CO OP CITY,,,A SELL,VAN15,,710979073,,Sachinthala,A SELL,NW
C1090,CINNAMON ROYAL MASTER TAILOR (PVT) LTD.,"NO.27 1/1, ROSMEAD PLACE,",COLOMBO 07.,,CT001,VAN3,,112911941,,MR.LAKSHMAN GURUGE,CT001,SCT
C1091,TOP J,NO 23 MAIN STREET,SAINTHAMARTHU 11,,ET006,VAN14,,0777148357/067 2059499,,AHAMADU LEBBE JAMEEL SAMPATH BANK 012650001182,ET006,ET
C1092,THE MONTHISH PERERA ENTERPRISES,NO 282 4 GALEADANDA ROAD GONAWAL,NO 03 IRIYAVETIYA ROAD KIRIBATHGODA,kiribathgoda,CN003,VAN1,66,0112908339/071 4565002,,B SUDARSHANA PERERA NDB101000487903,CN003,CN
C1093,RICHLINE FASHION,"NO.41, ST.JOSEPH STREET,",NEGOMBO,Negombo,NW003,VAN15,86,0312222866/077-3866766,,B.CHAMINDA NAYANAPRIYA FERNANDO,NW003,NW
C1094,FEATHERS,NO 108 BAZZAR STREET,BATTICALOA,Batticaloa,ET006,VAN14,12,0777998817/065 2222036,077-5722772,ARUNAGIRINATHAN SURESH NDB 1000606643,ET006,ET
C1095,HEYY BRO,"216/3, STATION ROAD,","VAIRAVAPULIYANKULAM,VAUNIYA.",Vavuniya,NW003,VAN15,111,0774272485/077-3464246,778866818,BAVANANTHATHAS BAVATHARSHAN,NW003,NW
C1096,NEW KANDY TEX,36 KANDY ROAD,KIRIBATHGODA,kiribathgoda,CN003,VAN1,66,,,Created by VAT purpose only,CN003,CN
C1097,ASHOKA SALE CENTER,NO 28 C CHIRCH ROAD,RATHNAPURA,Rathnapura,ET006,VAN14,100,0454933493/071 4140902,,G D ASHOKA PB 317100120000394,ET006,ET
C1098,NEW KANDY TEX GELIOYA,"NO 26 KANDY ROAD NO 35,MAIN STREET",GELIOYA,,CE1004,VAN13,,0812310573/0777151815,,M M M RIZAN,CE1004,CE-1
C1099,STAFF - CREDIT,,,,BAD DEBT,MAINSTORES,,,,,BAD DEBT,NORMAL
C1100,ATHUKORALA TEX MAWANELLA,22C NEW KANDY ROAD MAWANELLA,,,CE1004,VAN13,,352249570,,,CE1004,CE-1
C1101,THILAKAWARDHANA TEXTILES CHAINS MATERIAL,76 1 Kandy Rd,Kiribathgoda,kiribathgoda,CT001,VAN3,66,,,A C 0886191001 101000232239,CT001,SCT
C1102,THILAKAWARDHANA TEXTILE KY MATERIAL PVT LTD,NO 76 1 KANDY ROAD,KIRIBATHGODA,,CT001,VAN3,,,,A C 0886191001,CT001,SCT
C1103,FASHION GURUGE PVT LTD,NO 884 WELIGAMPITIYA,JA ELA,,CT001,VAN3,,0712199999/0712206666/01122369,,0112236900 2236832 SHAMINDA GURUGE,CT001,SCT
C1104,OMAYA SHOPING MALL,"NO 448/, Colombo Rd,",KADUWELA,kaduwela,CN003,VAN1,55,0767389012/077-4018117,,Mr. Janaranjana Kavirathna,CN003,CN
C1105,NAMASTE TEXTILE,NO16 KOTMALE RD,NAWALAPITIYA,Nawalapitiya,CE1004,VAN13,85,0542223985/072 7655560,,SANMUGAM KRISHAN WADIU,CE1004,CE-1
C1106,NEW MANGATE,NO 58 MAIN STREET,KADURUWELA,,ET006,VAN14,,0777938556/076 2235501,,A M M ANEES,ET006,ET
C1107,INDUWARA LIFE STORES,"KANDY RD, MAHAOYA.",,,ET006,VAN14,,715302308,,WITHANAGE HIMASHA INDUWARA,ET006,ET
C1108,FASHION WAY (MATARA),"NO,53, ANAGARIKA DARMAPALA Mw,MATARA",,Matara,SN003,VAN11,77,0412233035/076-6919141,,Mrs.CHANDIMA JAYAMALI-001010015460,SN003,SN
C1109,MAX FASHION,KUMBUKGETE ROAD HIRIPITIYA NIKADALUPOTHA KURUNEGAL,KURUNEGALA,Kurunegala,CE1004,VAN13,71,0777760009/ 0717770058,,S L M SAJITH 0081643302,CE1004,CE-1
C1110,SINHAGIRI STORES,MAINSTREET UDUGAMA GALLE,GALLE,Galle,SN003,VAN11,41,0774740846/ 0912285007,,M G GAMINI,SN003,SN
C1111,DHANUSHKA FASHION,Mithreepala Senanayake Rd Anuradhapura,Anuradhapura,Anuradhapura,NW003,VAN15,4,758847057,,H M S Bandara,NW003,NW
C1112,PRASANGA SHOPING CENTER,ALPITIYA GODAKAWELA,GODAKAWELA,,ET006,VAN14,,0452273016/0772467583,,R A PREMADASA,ET006,ET
C1113,HANDSOME,MAIN STREET ODDAMAVADI,ODDAMAVADI,,ET006,VAN14,,0652258866/0775920786,,A L MOHOMAD ANAS,ET006,ET
C1114,JANAKA MENS FASHION,PRADESHIYA SABA RD,AKURESSA,,SN003,VAN11,,777954375,,Mr G V T Indunil,SN003,SN
C1115,PREMADASA TEXTILES,SCHOOL RD,OKKAMPITIYA,,ET006,VAN14,,0711474774/077 4204091,,H M G PREMADASA,ET006,ET
C1116,NISHPA TEX,MANCHOOLAI MULLAITHEEVU,MULLATHEEVU,,NW003,VAN15,,711445454,,S M THASLEEM,NW003,NW
C1117,MAX FASHION - MAHO,MAIN STREET,MAHO,,NW003,VAN15,,0715940784/0713406777,,MOHOMED HUSSAIN AJMAL,NW003,NW
C1118,TOP MEN,NO 62 MAHATHMAGANTHI RD JAFFNA,JAFFNA,Jaffna,NW003,VAN15,52,0776232824/0212217377,,F M NIFRAS 52 2 JUMMA MASJID RD PERIYAMULLA NEGOM,NW003,NW
C1119,THAREESHA FASHION,11 MARKET ROAD BATTICALOA,BATTICALOA,Batticaloa,ET006,VAN14,12,0652224200/0779673189,,M H M RIYAS ADVACAT ABDUL CADER RD KANTHANKUDI,ET006,ET
C1120,SURANGA TEXTILES,NEAR THE HOSPITAL UDUGAMA SOUTH UDUGAMA GALLE,GALLE,Galle,SN003,VAN11,41,0778857461/0773923973,,S M Krishantha Sanjeewa hospital rd udugama south,SN003,SN
C1121,V.T FASHION MART,KANTHANKUDI,KANTHANKUDI,Kattankudy,ET006,VAN14,61,779881008,,,ET006,ET
C1122,THARANI TEXTILES,JAFFNA RD,KILINOCHCHI,,NW003,VAN15,,0212285105/0774548899,,SELLAIYA MAILWAGANAM,NW003,NW
C1123,BLUE MENS,NO 38 MAIN STREET AKKARAIPATTU,AKKARAIPATHTHU,,NW003,VAN15,,0672056700/0773574597,,A M SILMIN,NW003,NW
C1124,HOMETOWN APPAREL Pvt Ltd,No 10 2 Station Rd Moratuwa,Moratuwa,Moratuwa,SN003,VAN11,82,773884994,,70 A Arachchi vila Fatah hajiyar Mw Dharga town,SN003,SN
C1125,FATHIMA S,NO 163 Main Street Kinniya,Kinniya,,NW003,VAN15,,775491905,,U M AHAMED,NW003,NW
C1126,RASPAAS TRADE CENTRE,NO 40 42 44Atham Khan Shopping Complex Kalmunei rd,Akkaraipattu,,ET006,VAN14,,0673698157/067-3698155,,A K A Rifkhan A K Rifnas,ET006,ET
C1127,D K N INTERNATIONAL BAMBALAPITIYA,Galle Rd Bambalapitiya BERVERLY,Colombo 03,Colombo 3,CN003,VAN1,19,112564777,,A C-002930010467 3455 330 3410 440,CN003,CN
C1128,FUARD LEGAL CASE,,,,A SELL,,,,,,A SELL,NW
C1129,SARIGAS DRESS POINT,NO 85 MAIN STREET MATALE,MATALE,Matale,A SELL,VAN13,76,0752882419/0777149727,,K R KANTH,A SELL,CE-1
C1130,LINTON & SONS MASTER TAILORS 2,NO 92 Yatinuwara Weediya Kandy,KANDY,Kandy,CE1004,VAN13,59,0812234500/0777809575,,S N U NIDHARSHANA,CE1004,CE-1
C1131,R K FASHION,MARAWILA RD NATTANDIYA,NO 69 SAMPATHWATTA DULUKANNAWA NATTANDIYA,,NW003,VAN15,,322059897,,W K NADEEKA PRIYADARSHANI,NW003,NW
C1132,RED MAN,NO 30 BUS STAND PUTTALAM,NO 71 8 IDH RD PUTTALAM,Puttalam,NW003,VAN15,96,322266685,,B D S D KUMARARATHNA,NW003,NW
C1133,J J FASHION,MAIN STREET POTUVIL 12,VANNIYAR RD PTTUVIL 01,,ET006,VAN14,,770294051,,S RISHAN AHAMED 077 0294051,ET006,ET
C1134,INDUWARA TRADE CENTER,WIJAYA WASA SIYAMBALANDUWA,NO 12 WIJAYA WASA SIYABALANDUWA,,ET006,VAN14,,,,A K KUMUDU WIJERATHNA,ET006,ET
C1135,VASANTHA TAILORING MART VTM,NO 451 RAMBAIKULAM VAUNIYA,NO143 SAMALANKULAM VAUNIYA,Vavuniya,NW003,VAN15A,111,775227339,,THEWARAJA GOWSIKAN,NW003,NW
C1136,NEW MENS TRINCO,NO 234 N C ROAD TRINCO,45 15 IRUMPUTHAIKA RD KANTHANKUDI,Trincomalee,NW003,VAN15A,108,777697192,,A M M RIHAS,NW003,NW
C1137,SAKURA TEX,YAKKALAMULLA,MAKUBURA YAKKALAMULLA,,SN003,VAN11,,0915672099/0776424408,,A I LAKSHAN,SN003,SN
C1138,VILAS,47 CHILAW RD WARIYAPOLA,492 MORAGOLLAGAMA KANATHTHE WEWA WARIYAPOLA,,NW003,VAN15A,,713526621,,R M V L RATHNAYAKA,NW003,NW
C1139,GOLDEN FASHION,"15/5, SHIRLEY CORAYA Mw, CHILAW","14, COLOMBO RD, CHILAW",Chilaw,NW003,VAN15A,16,,,Seethraman Saththiwel,NW003,NW
C1140,SAMAN FASHION,NO 57 RENDAPOLAWATTA NALLA DIULDENIYA,SIRIMAL WATTA NALLA DIVULDENIYA,,CE1004,VAN13,,0372288674/0716892645,,S P M C PATHIRAJA,CE1004,CE-1
C1141,CASUAL CLUB EMBILIPITIYA,NO 42 NEW TOWN ROAD EMBILIPITIYA,NO55 3 HIGURUWATTA HANDUGALA MATARA,Matara,SN003,VAN11,77,774664663,,M S CHATHURNGA,SN003,SN
C1142,AL HARAMEIN NEW LOOK,NO176 M GRAND PASS COLOMBO 14,NO 113 MOSUE LANE NAWALA RD RAJAGIRIYA,Colombo 14,CN003,VAN1,30,772359298,,M M HASAN PHARI,CN003,CN
C1143,BRRENS FASHION PLANET,NO 65 SIVAN NORTH RD JAFFNA,,Jaffna,NW003,VAN15,52,0212212777/0766109770,,Periyasami Kadeeswaram,NW003,NW
C1144,ELLORRA,NO 109 BADHALOKA MW GAMPAHA,NO 258 A VIJERAMA RD IHALAGAMA GAMPAHA,Gampaha,CN003,VAN1,42,0334944224/0332231250,,Ms S P KOMASARU,CN003,CN
C1145,ONARO,98A MAIN STREET DENIYAYA,MABOTUWANA WATTA IHALAGAMA DENIYAYA,,SN003,VAN11,,0412273490/0719556677,,Mr Sameera Harshanath,SN003,SN
C1146,GENTS MART,No 80 Main Street Ambalanthota,522 8 Beminiyawila Mamadala Ambalanthota,,SN003,VAN11,,773354544,,Mr Chathuranga lakdimuthu,SN003,SN
C1147,MENS ZONE,No 228 Main Street Oddamavadi 01,"Imam komain rd Meerawodai 04,Oddamavadi",,ET006,VAN14,,77002229,,M M Zahir Hussain,ET006,ET
C1148,FASHION PARK,NO 140 N C Road Trincomalee,No 40 N C Road Trincomalee,Trincomalee,NW003,VAN15,108,0777991309/0262223403,,M S M RILA,NW003,NW
C1149,CITY MAX,No 96 Junction Mollipothana,No 178 8 Mollipothana,,NW003,VAN15,,,,T M Arsath,NW003,NW
C1150,NIROMI FASHION Pvt Ltd,No179 A 3 Bolgoda Bandaragama,No 02 33 Pagoda Rd Nugegoda,Nugegoda,CT001,VAN3,87,779296935,,Niroshani Sujeewa,CT001,SCT
C1151,MOHOMED NASUH NUSKI HASSAN,"No 42, Old road, Molliyamala, Beruwala",,Beruwala,MAINSTORES,,13,777041151,,M.N Nuski Hassan,MAINSTORES,NORMAL
C1152,IQBAL - OMAN,,,,MAINSTORES,,,,,,MAINSTORES,NORMAL
C1153,W J T S ROHITHA FERNANDO,30 SRI PREMARATHNA MW. MORATUMULLA MORATUWA,MORATUWA,,MAINSTORES,,,,,Rohitha fernando,MAINSTORES,NORMAL
C1154,NIROMI OUTLET,N035 ELHENA ROAD MAHARAGAMA,,,CT001,VAN3,,776579622,,Mr Kumara,CT001,SCT
C1155,ENULI FASHION,NO 64 ALUTHGAMA ROAD MATHUGAMA,,Mathugama,CT001,VAN3,78,767805916,,Mr. Prassana,CT001,SCT
C1156,SAYURA MEGA MART,NO 56 BADULLA ROAD BIBILA,,Badulla,ET006,VAN14,6,0775007872/0772077277,,M H REEWATHA MADUSHANTH,ET006,ET
C1157,M C C GENTS WEAR,NO 38/C MAIN STREET BUTTALA,,Badulla,ET006,VAN14,6,771176555,,S M SAFRAN,ET006,ET
C1158,ROHAANS MEGA MART,NO 20 MAIN ROAD ADDALAICHENAI 05,,,ET006,VAN14,,0672052058/0770500044,,A M RIZVI,ET006,ET
C1159,SANJANAS FASHION,No 11 2 Street Higurakgoda,,,ET006,VAN14A,,0713679990/0777320516,,R.M sanjana Yukthidineth,ET006,ET
C1160,MOULANA TAILORS & FASHION,Main Street Kahatagasdigiliya,,,NW003,VAN15,,0775648260/0710551503,,Ahamed Maulana,NW003,NW
C1161,FABBER CLOTHING,"Kathiyar Rd, Main Street Erraur",,Eravur,ET006,VAN14A,40,777245567,,Mohomed Aslam,ET006,ET
C1162,SARAVANAA SILKS,90 BAZAR STREET VAUNIYA,,,NW003,VAN15,,0242227966/0766430025,,Ananthy Soorasangaran,NW003,NW
C1163,QEERA QUEEN FASHION AND TEXTILE,N0 123 POTHUVIL ROAD MONARAGALA,,Monaragala,ET006,VAN14A,80,0775638192/0762476554,,R M S D BANDARA,ET006,ET
C1164,USHA FACTORY EXCESS (PVT) LTD,NO 130/10 WATADDARA ROAD VEYANGODA,,Veyangoda,CE1004,VAN13,112,332297846,,A P SATHKUMARA,CE1004,CE-1
C1165,SIYENA BUSY BEE TAILORS,N0 931 GALLE ROAD KATUKURUNDA,,Kalutara,CT001,VAN3,57,0344940144/0777221216,,M M S J FERNNDO,CT001,SCT
C1166,VIGO,No 472A Trinco Rd Batticaloa,,Batticaloa,ET006,VAN14A,12,654337373,,S.Vithushagan,ET006,ET
C1167,PACKAGE,No 79 Badulla Rd Bibila,,,ET006,VAN14A,,0552267646/0779269472,,A.M Lakmal sasika Bandara,ET006,ET
C1168,PRASAD FASHION SQURE,"NO 115, HIGH LEVEL ROAD KOTTAWA PANNIPITIYA",,Pannipitiya,CT001,VAN3,91,761398876,,Ms Buddhi,CT001,SCT
C1169,RIVI TAILORS,"NO106/1, KAWDANA RD DEHIWALA",,Dehiwala,CN003,VAN1,34,0112726479/0777460555,,Ms WASANA THARANGIKA,CN003,CN
C1170,Daraz,,,,,,,,,,,WEBSALES
C1171,LIFE STYLE,MULLAIRIVU ROAD MULLIYAWALAI KUMARAPURAM,,,NW003,VAN15,,777577626,,M ANIFA RASEEN,NW003,NW
C1172,WEB ORDER,"NO.22/2,Rawathawatha RD",,Moratuwa,,,82,,,,,WEBSALES
C1173,MOHAMADU NAFIR MOHAMADU LAIK,"NO 40, OLD ROAD BERUWALA",,Beruwala,MAINSTORES,,13,,,M N M LAIK,MAINSTORES,NORMAL
C1174,DHANUSHKA FASHION,No 163/B SEA STREET WALIGAMA,,Weligama,SN003,VAN11,117,777391912,,H M D D SILVA,SN003,SN
C1175,MAXSEL,NO 60 MAIN STREET MULATHIU,,,NW003,VAN15,,775784115,,M A M SAFEEN,NW003,NW
C1176,COTTON SELECTION,NO 86 ANURADHAPURA ROAD PUTTALAM,,Puttalam,NW003,VAN15,96,771504168,,A C M SAFEER,NW003,NW
C1177,T & J FASHION,ANURADHAPURA RD KAHATAGASDIGILIYA,,,NW003,VAN15A,,,,,NW003,NW
C1178,SRI LANKA ARMY SEVA VANITHA UNIT,"Army headquarters, Sri Jayawardanapura, Colombo",,Sri Jayawardenapura Kotte,ET006,SRC,105,,,,ET006,NORMAL
C1179,KAPRUKA DOT COM (PVT) LTD,"237/22 A, Vijayakumaratunga Mawatha",,,,HSM-WEB,,702482040,,Mr Priyamantha,,WEBSALES
C1180,FASHION ELEGANCE,17/A KOTUWEGODA,MATARA,Matara,SN003,VAN11,77,07707969999/0754529896,,M.F.M MIFAS,SN003,SN
C1181,HAZEL CLOTHING STORE,NO 195/2 KANDY ROAD NITTAMBUWA,,,CE1004,VAN13,,0332052123/0332051500,,Chandana Rupasinghe 0770039400,CE1004,CE-1
C1182,BEIGES CLOTHING,No 28 MASJITH ROAD SEENAWATTA,,Aluthgama,SN003,VAN11,1,0342271626/0777861277,,M A M ASHROFF,SN003,SN
C1183,FOUS MENS WEAR & I AM SPORTS,NO 15D MAIN STREET MARUTHAMUNAI 04,,,ET006,VAN14,,0672059588/0776502472,,A R M FOUS,ET006,ET
C1184,,,,,,,,,,,,
C1185,,,,,,,,,,,,
C1186,,,,,,,,,,,,
C1187,,,,,,,,,,,,
C1188,,,,,,,,,,,,
C1189,,,,,,,,,,,,
C1190,,,,,,,,,,,,
C1191,,,,,,,,,,,,
